"Search Terms","Committee on Foreign relations"
"Total Count","36336"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"846","Congressional Recor","CREC-2005-07-20","CREC-2005-07-20-pt1-PgD790","Daily Digest/COMMITTEE MEETINGS FOR 2005-07-21","https://www.govinfo.gov/app/details/CREC-2005-07-20/CREC-2005-07-20-pt1-PgD790","https://www.govinfo.gov/content/pkg/CREC-2005-07-20/pdf/CREC-2005-07-20-pt1-PgD790.pdf","https://www.govinfo.gov/content/pkg/CREC-2005-07-20/html/CREC-2005-07-20-pt1-PgD790.htm","","",""," Forestry: business meeting to mark up an original bill regarding the reauthorization of the Commodity Futures Trading Commission, 10:30 a.m., SR-328A. Committee on Appropriations: business meeting to consider H.R. 3058, making appropriations for the Departments of Transportation, Treasury, and Housing and Urban Development, the Judiciary, ...","","2005-07-20"
"847","Congressional Recor","CREC-1995-07-11","CREC-1995-07-11-pt1-PgD831","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-1995-07-11/CREC-1995-07-11-pt1-PgD831","https://www.govinfo.gov/content/pkg/CREC-1995-07-11/pdf/CREC-1995-07-11-pt1-PgD831.pdf","https://www.govinfo.gov/content/pkg/CREC-1995-07-11/html/CREC-1995-07-11-pt1-PgD831.htm","","",""," proposed budget estimates for fiscal year 1996 for environmental programs of the Department of Defense, receiving testimony from Robert M. Walker, Assistant Secretary of the Army (Installations, Logistics, and Environment); Thomas W.L. McCall, Jr., Deputy Assistant Secretary of the Air Force (Environment, Safety and Occupational Health); and ...","","1995-07-11"
"848","Congressional Recor","CREC-1997-05-21","CREC-1997-05-21-pt1-PgD523","Daily Digest/COMMITTEE MEETINGS FOR 1997-05-22","https://www.govinfo.gov/app/details/CREC-1997-05-21/CREC-1997-05-21-pt1-PgD523","https://www.govinfo.gov/content/pkg/CREC-1997-05-21/pdf/CREC-1997-05-21-pt1-PgD523.pdf","https://www.govinfo.gov/content/pkg/CREC-1997-05-21/html/CREC-1997-05-21-pt1-PgD523.htm","","",""," on Foreign Operations, to hold hearings on proposed budget estimates for fiscal year 1998 for foreign assistance programs, focusing on international affairs, 10:30 a.m., SD-138. Committee on Banking, Housing, and Urban Affairs, to hold hearings on the nominations of James A. Harmon, of New York, to be President, and Jackie M. Clegg, of Utah, to ...","","1997-05-21"
"849","Congressional Recor","CREC-2019-02-26","CREC-2019-02-26-pt1-PgD188","Daily Digest/COMMITTEE MEETINGS FOR 2019-02-27","https://www.govinfo.gov/app/details/CREC-2019-02-26/CREC-2019-02-26-pt1-PgD188","https://www.govinfo.gov/content/pkg/CREC-2019-02-26/pdf/CREC-2019-02-26-pt1-PgD188.pdf","https://www.govinfo.gov/content/pkg/CREC-2019-02-26/html/CREC-2019-02-26-pt1-PgD188.htm","","",""," on Cybersecurity, to receive a closed briefing on Department of Defense cyber operations, 2:30 p.m., SVC-217. Subcommittee on Personnel, to hold an oversight hearing to examine military personnel policies and military family readiness, 2:30 p.m., SR-222. Committee on the Budget: to hold hearings to examine the Budget Control Act, focusing ...","","2019-02-26"
"850","Congressional Recor","CREC-2003-07-09","CREC-2003-07-09-pt1-PgS9125-2","TEXT OF AMENDMENTS","https://www.govinfo.gov/app/details/CREC-2003-07-09/CREC-2003-07-09-pt1-PgS9125-2","https://www.govinfo.gov/content/pkg/CREC-2003-07-09/pdf/CREC-2003-07-09-pt1-PgS9125-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2003-07-09/html/CREC-2003-07-09-pt1-PgS9125-2.htm","","",""," broadcasting activities for fiscal year 2004 and for the Peace Corps for fiscal years 2004 through 2007, and for other purposes; as follows: Strike all after the enacting clause and insert the following: SECTION 1. SHORT TITLE. This Act may be cited as the ``Foreign Affairs Act, Fiscal Year 2004''. [[Page S9126]] SEC. 2. ORGANIZATION OF ACT ...","","2003-07-09"
"851","Congressional Record (Bound Edition)","CRECB-2001-pt18","CRECB-2001-pt18-Pg24702-2","TEXT OF AMENDMENTS","https://www.govinfo.gov/app/details/CRECB-2001-pt18/CRECB-2001-pt18-Pg24702-2","https://www.govinfo.gov/content/pkg/CRECB-2001-pt18/pdf/CRECB-2001-pt18-Pg24702-2.pdf","https://www.govinfo.gov/content/pkg/CRECB-2001-pt18/html/CRECB-2001-pt18-Pg24702-2.htm","","","","to strengthen the safety net for agricultural producers, to enhance resource conservation and rural development, to provide for farm credit, agricultural research, nutrition, and related programs, to ensure consumes abundant food and fiber, and for other purposes; which was ordered to lie on the table; as follows: Strike the period at the end of ...","","2001-12-11"
"852","History of Bills","HOB-2012","HOB-2012-sres543","A resolution to express the sense of the Senate on international parental child abduction; to the Committee on Foreign Relations.","https://www.govinfo.gov/app/details/HOB-2012/HOB-2012-sres543","","https://www.govinfo.gov/content/pkg/HOB-2012/html/HOB-2012-sres543.htm","","",""," By Mrs. BOXER (for herself, Mr. Lautenberg, Mr. Kerry, Mr. Lugar, Mr. Inhofe, Mr. Cardin, Ms. Mikulski, Mrs. Feinstein, Mrs. Gillibrand, Ms. Landrieu, Mr. Merkley, Mrs. Murray, Mr. Rubio, Mr. Leahy, and Mr. Kirk), S5978 [2AU] Text, S5991 [2AU], S7403 [4DE] Cosponsors added, S6065 [10SE], S6109 [11SE], S6342 [13SE], S6458 [19SE], S6548 [20SE], ...","","2012-12-31"
"853","Congressional Record (Bound Edition)","CRECB-2003-pt8","CRECB-2003-pt8-Pg10144-2","EXECUTIVE REPORT OF COMMITTEE","https://www.govinfo.gov/app/details/CRECB-2003-pt8/CRECB-2003-pt8-Pg10144-2","https://www.govinfo.gov/content/pkg/CRECB-2003-pt8/pdf/CRECB-2003-pt8-Pg10144-2.pdf","https://www.govinfo.gov/content/pkg/CRECB-2003-pt8/html/CRECB-2003-pt8-Pg10144-2.htm","","",""," Doc. 108-4 Protocols to North Atlantic Treaty of 1949 on Accession of Bulgaria, Estonia, Latvia, Lithuania, Romania, Slovakia, and Slovenia (Exec. Rept. No. 108-6) Resolution of ratification as recommended by the Committee on Foreign Relations: Resolved (two-thirds of the Senators present concurring therein), Section 1. SENATE ADVICE AND CONSENT ...","","2003-04-30"
"854","Congressional Recor","CREC-1994-07-12","CREC-1994-07-12-pt1-PgS43","OMNIBUS NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1995","https://www.govinfo.gov/app/details/CREC-1994-07-12/CREC-1994-07-12-pt1-PgS43","","https://www.govinfo.gov/content/pkg/CREC-1994-07-12/html/CREC-1994-07-12-pt1-PgS43.htm","","",""," the bill (S. 2211) to authorize appropriations for fiscal year 1995 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy; to prescribe personnel strengths for such fiscal year for the Armed Forces; to revise and streamline the acquisition laws of the Federal ...","","1994-07-12"
"855","Congressional Recor","CREC-1994-01-31","CREC-1994-01-31-pt1-PgH24","AMENDMENTS SUBMITTED","https://www.govinfo.gov/app/details/CREC-1994-01-31/CREC-1994-01-31-pt1-PgH24","","https://www.govinfo.gov/content/pkg/CREC-1994-01-31/html/CREC-1994-01-31-pt1-PgH24.htm","","","","___ LOTT (AND HELMS) AMENDMENT NO. 1315 Mr. LOTT (for himself and Mr. Helms) proposed an amendment to the bill (S. 1281) to authorize appropriations for the fiscal years 1994 and 1995 for the Department of State, and U.S. Information Agency, and related agencies, to provide for the consolidation of international broadcasting activities, and for ...","","1994-01-31"
"856","Congressional Recor","CREC-2014-04-29","CREC-2014-04-29-pt1-PgD435","Daily Digest/COMMITTEE MEETINGS FOR 2014-04-30","https://www.govinfo.gov/app/details/CREC-2014-04-29/CREC-2014-04-29-pt1-PgD435","https://www.govinfo.gov/content/pkg/CREC-2014-04-29/pdf/CREC-2014-04-29-pt1-PgD435.pdf","https://www.govinfo.gov/content/pkg/CREC-2014-04-29/html/CREC-2014-04-29-pt1-PgD435.htm","","",""," on Department of the Interior, Environment, and Related Agencies, to hold hearings to examine proposed budget estimates for fiscal year 2015 for the Forest Service, 9:30 a.m., SD-124. Subcommittee on Department of Defense, to hold hearings to examine proposed budget estimates for fiscal year 2015 for the Department of the Army, 10 a.m., SD-...","","2014-04-29"
"857","Congressional Recor","CREC-2018-03-21","CREC-2018-03-21-pt1-PgD323","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2018-03-21/CREC-2018-03-21-pt1-PgD323","https://www.govinfo.gov/content/pkg/CREC-2018-03-21/pdf/CREC-2018-03-21-pt1-PgD323.pdf","https://www.govinfo.gov/content/pkg/CREC-2018-03-21/html/CREC-2018-03-21-pt1-PgD323.htm","","",""," the Economic Report of the President, after receiving testimony from Kevin Hassett, Chairman, Council of Economic Advisers. NUCLEAR REGULATORY COMMISSION OVERSIGHT Committee on Environment and Public Works: Committee concluded an oversight hearing to examine the Nuclear Regulatory Commission, after receiving testimony from Kristine L. ...","","2018-03-21"
"858","Congressional Hearings","CHRG-92shrg80619O","CHRG-92shrg80619O","Vietnam Children's Care Agency: hearing before the Committee on Foreign Relations, United States Senate, Ninety-second Congress, second session, on S. 2497 ... April 5, 1972.","https://www.govinfo.gov/app/details/CHRG-92shrg80619O/CHRG-92shrg80619O","https://www.govinfo.gov/content/pkg/CHRG-92shrg80619O/pdf/CHRG-92shrg80619O.pdf","","","","","IV E R S IT Y H E A R IN GJ BEFORE TH E COMMITTEE ON FOREIGN RELATIONS UNITE D STATES SENATE NINETY -SECON D CONGRESS > □ SE CO ND SE SS IO N ON S . 24 97 TO A UTHORIZ E T H E PR ESID E N T, THROUGH T H E TEM PO RARY VI ET NA M C H IL D R EN ’S CA RE AGENCY , TO EN T E R IN TO AR ­ RA NGE MEN TS W IT H T H E GOV ER NM EN T OF SO UT H VIE TN AM TO ...","","1972-04-05"
"859","Congressional Recor","CREC-2014-06-25","CREC-2014-06-25-pt1-PgD714","Daily Digest/COMMITTEE MEETINGS FOR 2014-06-26","https://www.govinfo.gov/app/details/CREC-2014-06-25/CREC-2014-06-25-pt1-PgD714","https://www.govinfo.gov/content/pkg/CREC-2014-06-25/pdf/CREC-2014-06-25-pt1-PgD714.pdf","https://www.govinfo.gov/content/pkg/CREC-2014-06-25/html/CREC-2014-06-25-pt1-PgD714.htm","","","","meeting to markup proposed budget estimates for fiscal year 2015 for the Department of Homeland Security, 10:30 a.m., SD-106. Committee on Commerce, Science, and Transportation: Subcommittee on Tourism, Competitiveness, and Innovation, to hold hearings to examine the state of the United States travel and tourism industry, focusing on Federal ...","","2014-06-25"
"860","Congressional Recor","CREC-2000-06-13","CREC-2000-06-13-pt1-PgD588","Daily Digest/COMMITTEE MEETINGS FOR 2000-06-14","https://www.govinfo.gov/app/details/CREC-2000-06-13/CREC-2000-06-13-pt1-PgD588","https://www.govinfo.gov/content/pkg/CREC-2000-06-13/pdf/CREC-2000-06-13-pt1-PgD588.pdf","https://www.govinfo.gov/content/pkg/CREC-2000-06-13/html/CREC-2000-06-13-pt1-PgD588.htm","","",""," Affairs: to hold hearings to examine accounting for Goodwill, 10 a.m., SD-538. Committee on Commerce, Science, and Transportation: Subcommittee on Communications, to hold hearings on S. 2454, to amend the Communications Act of 1934 to authorize low-power television stations to provide digital data services to subscribers, 9:30 a.m., SR-253. ...","","2000-06-13"
"861","Congressional Recor","CREC-1996-04-24","CREC-1996-04-24-pt1-PgD367","Daily Digest/COMMITTEE MEETINGS FOR 1996-04-25","https://www.govinfo.gov/app/details/CREC-1996-04-24/CREC-1996-04-24-pt1-PgD367","https://www.govinfo.gov/content/pkg/CREC-1996-04-24/pdf/CREC-1996-04-24-pt1-PgD367.pdf","https://www.govinfo.gov/content/pkg/CREC-1996-04-24/html/CREC-1996-04-24-pt1-PgD367.htm","","",""," on Agriculture, Rural Development, and Related Agencies, to hold hearings on proposed budget estimates for fiscal year 1997 for rural development programs, 10 a.m., SD-138. Subcommittee on Transportation, to hold hearings on proposed budget estimates for fiscal year 1997 for the Department of Transportation, 10 a.m., SD-192. [[Page D368]] ...","","1996-04-24"
"862","Congressional Recor","CREC-2015-04-22","CREC-2015-04-22-pt1-PgD432","Daily Digest/COMMITTEE MEETINGS FOR 2015-04-23","https://www.govinfo.gov/app/details/CREC-2015-04-22/CREC-2015-04-22-pt1-PgD432","https://www.govinfo.gov/content/pkg/CREC-2015-04-22/pdf/CREC-2015-04-22-pt1-PgD432.pdf","https://www.govinfo.gov/content/pkg/CREC-2015-04-22/html/CREC-2015-04-22-pt1-PgD432.htm","","",""," on Departments of Labor, Health and Human Services, and Education, and Related Agencies, to hold hearings to examine proposed budget estimates and justification for fiscal year 2016 for the Department of Health and Human Services, 10 a.m., SD-124. Committee on Banking, Housing, and Urban Affairs: to hold hearings to examine surface ...","","2015-04-22"
"863","Congressional Recor","CREC-2006-04-04","CREC-2006-04-04-pt1-PgD333-2","Daily Digest/COMMITTEE MEETINGS FOR 2006-04-05","https://www.govinfo.gov/app/details/CREC-2006-04-04/CREC-2006-04-04-pt1-PgD333-2","https://www.govinfo.gov/content/pkg/CREC-2006-04-04/pdf/CREC-2006-04-04-pt1-PgD333-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2006-04-04/html/CREC-2006-04-04-pt1-PgD333-2.htm","","",""," on Legislative Branch, to hold hearings to examine proposed budget estimates for fiscal year 2007 for Sergeant at Arms, U.S. Capitol Police, and Capitol Guide Service, 10:30 a.m., SD-18. Subcommittee on Commerce, Justice, Science and Related Agencies, to hold hearings to examine proposed budget estimates for fiscal year 2007 for the Department...","","2006-04-04"
"864","Congressional Record (Bound Edition)","CRECB-2011-pt3","CRECB-2011-pt3-Pg3036-2","TEXT OF AMENDMENTS","https://www.govinfo.gov/app/details/CRECB-2011-pt3/CRECB-2011-pt3-Pg3036-2","https://www.govinfo.gov/content/pkg/CRECB-2011-pt3/pdf/CRECB-2011-pt3-Pg3036-2.pdf","https://www.govinfo.gov/content/pkg/CRECB-2011-pt3/html/CRECB-2011-pt3-Pg3036-2.htm","","","","intended to be proposed by her to the bill S. 23, to amend title 35, United States Code, to provide for patent reform; as follows: On page 2, line 1, strike ``FIRST INVENTOR TO FILE.'' and insert ``FALSE MARKING.'' On page 2, strike line 2 and all that follows through page 16, line 4. On page 16, line 5, strike ``(1) In general.--'' and insert ``(a...","","2011-03-02"
"865","Congressional Recor","CREC-2009-01-21","CREC-2009-01-21-pt1-PgD61-2","Daily Digest/COMMITTEE MEETINGS FOR 2009-01-22","https://www.govinfo.gov/app/details/CREC-2009-01-21/CREC-2009-01-21-pt1-PgD61-2","https://www.govinfo.gov/content/pkg/CREC-2009-01-21/pdf/CREC-2009-01-21-pt1-PgD61-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2009-01-21/html/CREC-2009-01-21-pt1-PgD61-2.htm","","",""," to consider the nomination of Timothy F. Geithner, of New York, to be Secretary of the Treasury, 10 a.m., SD-215. Committee on Foreign Relations: to hold hearings to examine the nominations of James B. Steinberg, to be Deputy Secretary, and Jacob J. Lew, to be Deputy Secretary for Management and Resources, both of the Department of State, 9:30 ...","","2009-01-21"
"866","Congressional Recor","CREC-2010-06-09","CREC-2010-06-09-pt1-PgS4753-2","TEXT OF AMENDMENTS","https://www.govinfo.gov/app/details/CREC-2010-06-09/CREC-2010-06-09-pt1-PgS4753-2","https://www.govinfo.gov/content/pkg/CREC-2010-06-09/pdf/CREC-2010-06-09-pt1-PgS4753-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2010-06-09/html/CREC-2010-06-09-pt1-PgS4753-2.htm","","",""," amendment SA 4301 proposed by Mr. Baucus to the bill H.R. 4213, to amend the Internal Revenue Code of 1986 to extend certain expiring provisions, and for other purposes; which was ordered to lie on the table; as follows: At the end of subtitle D of title IV, insert the following: SEC. --. REPEAL OF EXPENSING AND 60-MONTH AMORTIZATION OF INTANGIBLE...","","2010-06-09"
"867","Congressional Recor","CREC-1997-03-12","CREC-1997-03-12-pt1-PgD231","Daily Digest/COMMITTEE MEETINGS FOR 1997-03-13","https://www.govinfo.gov/app/details/CREC-1997-03-12/CREC-1997-03-12-pt1-PgD231","https://www.govinfo.gov/content/pkg/CREC-1997-03-12/pdf/CREC-1997-03-12-pt1-PgD231.pdf","https://www.govinfo.gov/content/pkg/CREC-1997-03-12/html/CREC-1997-03-12-pt1-PgD231.htm","","","","and Forestry, to resume hearings on proposed legislation authorizing funds for agricultural research, 9 a.m., SR-332. Committee on Appropriations, Subcommittee on District of Columbia to hold joint hearings with the Committee on Governmental Affairs' Subcommittee on Oversight of Government Management and The District of Columbia, with the House ...","","1997-03-12"
"868","Congressional Recor","CREC-1998-04-29","CREC-1998-04-29-pt1-PgS3793-2","AMENDMENTS SUBMITTED","https://www.govinfo.gov/app/details/CREC-1998-04-29/CREC-1998-04-29-pt1-PgS3793-2","https://www.govinfo.gov/content/pkg/CREC-1998-04-29/pdf/CREC-1998-04-29-pt1-PgS3793-2.pdf","https://www.govinfo.gov/content/pkg/CREC-1998-04-29/html/CREC-1998-04-29-pt1-PgS3793-2.htm","","","",") EXECUTIVE AMENDMENT NO. 2316 Mr. CRAIG (for himself, Mrs. Hutchison, and Mr. Smith of New Hampshire) proposed an amendment to the resolution of ratification for the treaty (Treaty Doc. No. 105-36) protocols to the North Atlantic Treaty of 1949 on the accession of Poland, Hungary, and the Czech Republic. These protocols were opened for signature...","","1998-04-29"
"869","Congressional Recor","CREC-2001-02-06","CREC-2001-02-06-pt1-PgD99-2","Daily Digest/COMMITTEE MEETINGS FOR 2001-02-07","https://www.govinfo.gov/app/details/CREC-2001-02-06/CREC-2001-02-06-pt1-PgD99-2","https://www.govinfo.gov/content/pkg/CREC-2001-02-06/pdf/CREC-2001-02-06-pt1-PgD99-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2001-02-06/html/CREC-2001-02-06-pt1-PgD99-2.htm","","",""," Urban Affairs: to hold hearings to examine how to establish an effective, modern framework for export controls, 10:30 a.m., SD-538. Committee on the Budget: to hold hearings to examine the impact of demographic trends on the budget and long-term fiscal policy, 10 a.m., SD-608. Committee on Foreign Relations: business meeting to consider committee ...","","2001-02-06"
"870","Congressional Recor","CREC-2008-06-11","CREC-2008-06-11-pt1-PgD730","Daily Digest/COMMITTEE MEETINGS FOR 2008-06-12","https://www.govinfo.gov/app/details/CREC-2008-06-11/CREC-2008-06-11-pt1-PgD730","https://www.govinfo.gov/content/pkg/CREC-2008-06-11/pdf/CREC-2008-06-11-pt1-PgD730.pdf","https://www.govinfo.gov/content/pkg/CREC-2008-06-11/html/CREC-2008-06-11-pt1-PgD730.htm","","",""," Affairs: to hold hearings to examine the condition of our nation's infrastructure, focusing on perspectives from our nation's mayors, 10 a.m., SD-538. Committee on Commerce, Science, and Transportation: Subcommittee on Surface Transportation and Merchant Marine Infrastructure, Safety and Security, to hold hearings to examine supply chain ...","","2008-06-11"
"871","Congressional Recor","CREC-2006-05-09","CREC-2006-05-09-pt1-PgD458","Daily Digest/COMMITTEE MEETINGS FOR 2006-05-10","https://www.govinfo.gov/app/details/CREC-2006-05-09/CREC-2006-05-09-pt1-PgD458","https://www.govinfo.gov/content/pkg/CREC-2006-05-09/pdf/CREC-2006-05-09-pt1-PgD458.pdf","https://www.govinfo.gov/content/pkg/CREC-2006-05-09/html/CREC-2006-05-09-pt1-PgD458.htm","","",""," Forestry: to hold hearings to examine the implementation of the sugar provisions of the Farm Security and Rural Investment Act of 2002, 10 a.m., SH-216. Committee on Appropriations: Subcommittee on Defense, to hold hearings to examine proposed budget estimates for fiscal year 2007 for the missile defense program, 10 a.m., SD-192. Committee on ...","","2006-05-09"
"872","Congressional Recor","CREC-2006-03-14","CREC-2006-03-14-pt1-PgD237","Daily Digest/COMMITTEE MEETINGS FOR 2006-03-15","https://www.govinfo.gov/app/details/CREC-2006-03-14/CREC-2006-03-14-pt1-PgD237","https://www.govinfo.gov/content/pkg/CREC-2006-03-14/pdf/CREC-2006-03-14-pt1-PgD237.pdf","https://www.govinfo.gov/content/pkg/CREC-2006-03-14/html/CREC-2006-03-14-pt1-PgD237.htm","","",""," on Defense, to hold hearings to examine proposed budget estimates for fiscal year 2007 for the Department of the Navy, 10 a.m., SD-192. Subcommittee on Legislative Branch, to hold hearings to examine proposed budget estimates for fiscal year 2007 for the Secretary of the Senate, Architect of the Capitol, including an update on the progress of...","","2006-03-14"
"873","Congressional Recor","CREC-2007-06-19","CREC-2007-06-19-pt1-PgD852","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2007-06-19/CREC-2007-06-19-pt1-PgD852","https://www.govinfo.gov/content/pkg/CREC-2007-06-19/pdf/CREC-2007-06-19-pt1-PgD852.pdf","https://www.govinfo.gov/content/pkg/CREC-2007-06-19/html/CREC-2007-06-19-pt1-PgD852.htm","","",""," on Interior, Environment, and Related Agencies approved for full committee consideration an original bill making appropriations for Interior, Environment, and Related Agencies for the fiscal year ending September 30, 2008. APPROPRIATIONS: LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENICES Committee on Appropriations: ...","","2007-06-19"
"874","Congressional Recor","CREC-2006-05-11","CREC-2006-05-11-pt1-PgD472","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2006-05-11/CREC-2006-05-11-pt1-PgD472","https://www.govinfo.gov/content/pkg/CREC-2006-05-11/pdf/CREC-2006-05-11-pt1-PgD472.pdf","https://www.govinfo.gov/content/pkg/CREC-2006-05-11/html/CREC-2006-05-11-pt1-PgD472.htm","","",""," to examine the Department of Agriculture's national response plan to detect and control the potential spread of Avian Influenza into the United States, focusing on the Implementation Plan for the National Strategy for Pandemic Influenza, and migratory bird surveillance, after receiving testimony from Ron DeHaven, Administrator, Animal and Plant...","","2006-05-11"
"875","Congressional Recor","CREC-2006-05-03","CREC-2006-05-03-pt1-PgD427","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2006-05-03/CREC-2006-05-03-pt1-PgD427","https://www.govinfo.gov/content/pkg/CREC-2006-05-03/pdf/CREC-2006-05-03-pt1-PgD427.pdf","https://www.govinfo.gov/content/pkg/CREC-2006-05-03/html/CREC-2006-05-03-pt1-PgD427.htm","","",""," on Labor, Health and Human Services, Education, and Related Agencies concluded a hearing to examine proposed budget estimates for fiscal year 2007 for the Department of Health and Human Services, after receiving testimony from Michael O. Leavitt, Secretary of Health and Human Services. APPROPRIATIONS: DEFENSE MEDICAL HEALTH PROGRAM Committee ...","","2006-05-03"
"876","Congressional Recor","CREC-2000-03-01","CREC-2000-03-01-pt1-PgD147","Daily Digest/COMMITTEE MEETINGS FOR 2000-03-02","https://www.govinfo.gov/app/details/CREC-2000-03-01/CREC-2000-03-01-pt1-PgD147","https://www.govinfo.gov/content/pkg/CREC-2000-03-01/pdf/CREC-2000-03-01-pt1-PgD147.pdf","https://www.govinfo.gov/content/pkg/CREC-2000-03-01/html/CREC-2000-03-01-pt1-PgD147.htm","","",""," Forestry: business meeting to consider pending calendar business, 10 a.m., SR-328A. Committee on Appropriations: Subcommittee on Commerce, Justice, State, and the Judiciary, to hold hearings on proposed budget estimates for fiscal year 2001 for the Department of State, 10 a.m., SD-192. Committee on Armed Services: Subcommittee on Personnel, to ...","","2000-03-01"
"877","Congressional Recor","CREC-1998-06-24","CREC-1998-06-24-pt1-PgD702","Daily Digest/COMMITTEE MEETINGS FOR 1998-06-25","https://www.govinfo.gov/app/details/CREC-1998-06-24/CREC-1998-06-24-pt1-PgD702","https://www.govinfo.gov/content/pkg/CREC-1998-06-24/pdf/CREC-1998-06-24-pt1-PgD702.pdf","https://www.govinfo.gov/content/pkg/CREC-1998-06-24/html/CREC-1998-06-24-pt1-PgD702.htm","","",""," Forestry, business meeting, to mark up proposed legislation authorizing funds for child nutrition programs, including the Women, Infants and Children program, time and room to be announced. Committee on Appropriations, business meeting, to mark up proposed legislation making appropriations for the Department of Interior and related agencies for ...","","1998-06-24"
"878","Congressional Recor","CREC-2001-11-07","CREC-2001-11-07-pt1-PgD1111","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2001-11-07/CREC-2001-11-07-pt1-PgD1111","https://www.govinfo.gov/content/pkg/CREC-2001-11-07/pdf/CREC-2001-11-07-pt1-PgD1111.pdf","https://www.govinfo.gov/content/pkg/CREC-2001-11-07/html/CREC-2001-11-07-pt1-PgD1111.htm","","",""," Title III (Trade) of S. 1628, to strengthen the safety net for agricultural producers, to enhance resource conservation and rural development, to provide for farm credit, agricultural research, nutrition, and related programs, and to ensure consumers abundant food and fiber. Committee will meet again tomorrow. BUDGET AND EMERGENCY DEFICIT ...","","2001-11-07"
"879","Congressional Recor","CREC-2020-03-11","CREC-2020-03-11-pt1-PgD271","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2020-03-11/CREC-2020-03-11-pt1-PgD271","https://www.govinfo.gov/content/pkg/CREC-2020-03-11/pdf/CREC-2020-03-11-pt1-PgD271.pdf","https://www.govinfo.gov/content/pkg/CREC-2020-03-11/html/CREC-2020-03-11-pt1-PgD271.htm","","",""," of Defense concluded a hearing to examine proposed budget estimates and justification for fiscal year 2021 for the Navy and Marine Corps, after receiving testimony from Thomas B. Modley, Acting Secretary of the Navy, Admiral Mike Gilday, Chief of Naval Operations, and General David H. Berger, Commandant of the Marine Corps, all of the Department ...","","2020-03-11"
"880","History of Bills","HOB-2013","HOB-2013-s12","A bill to provide for the transfer of naval vessels to certain foreign recipients; to the Committee on Foreign Relations.","https://www.govinfo.gov/app/details/HOB-2013/HOB-2013-s12","","https://www.govinfo.gov/content/pkg/HOB-2013/html/HOB-2013-s12.htm","","",""," S. 12 &mdash; A bill to provide for the transfer of naval vessels to certain foreign recipients; to the Committee on Foreign Relations. By Mr. COATS, S871 [26FE] Cosponsors added, S7830 [5NO] ...","","2013-12-31"
"881","Congressional Record (Bound Edition)","CRECB-2015-pt6","CRECB-2015-pt6-Pg8452","TEXT OF AMENDMENTS","https://www.govinfo.gov/app/details/CRECB-2015-pt6/CRECB-2015-pt6-Pg8452","https://www.govinfo.gov/content/pkg/CRECB-2015-pt6/pdf/CRECB-2015-pt6-Pg8452.pdf","https://www.govinfo.gov/content/pkg/CRECB-2015-pt6/html/CRECB-2015-pt6-Pg8452.htm","","","","1735, to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes; which was ordered to lie on the table; as follows: At the end of ...","","2015-06-03"
"882","Congressional Recor","CREC-2019-05-01","CREC-2019-05-01-pt1-PgD467","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2019-05-01/CREC-2019-05-01-pt1-PgD467","https://www.govinfo.gov/content/pkg/CREC-2019-05-01/pdf/CREC-2019-05-01-pt1-PgD467.pdf","https://www.govinfo.gov/content/pkg/CREC-2019-05-01/html/CREC-2019-05-01-pt1-PgD467.htm","","",""," of the Interior, Environment, and Related Agencies concluded a hearing to examine proposed budget estimates and justification for fiscal year 2020 for the Department of Health and Human Services, Indian Health Service, after receiving testimony from Rear Admiral Michael D. Weahkee, Principal Deputy Director, Rear Admiral Michael Toedt, Chief ...","","2019-05-01"
